id,x_e_out [-]
458,0.048934
459,-0.020562
460,0.057651
461,-0.028135767
462,0.121412
466,-0.528945
468,-0.033420095
469,0.115598333
472,0.061864
475,-0.002794195
477,-0.0510485
479,-0.03998825
486,-0.066019
487,0.072357
488,-0.104707
489,0.056988333
491,0.072696
495,0.031925
502,0.069652167
503,0.019233
504,0.098435383
506,-0.036584929
510,0.034147
511,0.027474667
513,0.069861814
515,-0.025627893
516,-0.155195
517,0.0424785
521,-0.030439367
522,-0.030777
525,0.01739775
527,-0.029002
530,-0.039454
531,0.082283
534,0.0841355
539,0.0511365
541,-0.053242
542,-0.00277825
545,0.052223
555,-0.0377662
559,0.044318
562,0.101625
567,-0.01182
570,0.004083
571,0.033619
574,-0.0232581
578,0.048646667
579,0.02104925
582,0.110627467
584,0.0537456
588,-0.086869
594,0.045551
596,-0.022024
601,-0.316321917
606,-0.035034
608,-0.042718
609,0.081230233
610,-0.1381
611,0.1259225
616,0.113417667
619,-0.027467167
620,-0.026525017
621,-0.0556605
623,-0.0831191
627,0.14016
628,0.04431
630,-0.066429667
631,0.023326
633,0.0406005
642,0.0023282
645,-0.009865979
647,-0.070491
649,-0.1720935
650,-0.052164567
651,0.0808875
652,0.058298133
657,-0.038309381
658,-0.052751
663,0.081027667
667,0.028689
671,0.020943
674,-0.07694
677,0.14678125
685,0.0410265
686,0.0783895
688,-0.128902
689,-0.029468314
690,-0.003189
693,-0.01876035
695,0.056996667
699,-0.121513667
702,0.038033333
705,-0.028523283
706,0.064954108
713,0.036945167
714,0.15540215
721,0.032307666
724,0.0251335
730,0.053916
731,-0.1976305
733,0.092658
734,0.047302
737,-0.0247266
740,-0.17098375
743,-0.117036
748,0.130082
749,0.068433
750,-0.14571795
752,-0.021038
754,-0.062355
759,-0.058393
760,0.091228
769,0.1060317
770,0.006447
774,-0.097569
776,0.033605
778,-0.251111167
780,0.044403714
781,0.11278575
782,-0.049114
783,0.1022835
786,-0.0633485
789,0.126902157
790,-0.117707167
792,0.1314836
793,0.059886
797,-0.070098
798,-0.0215088
800,0.067152667
808,0.091868
810,-0.03931
812,-0.037332
816,0.132452
819,0.041396133
824,0.10740075
825,0.038715
831,-0.0715135
832,0.057440333
834,0.037078333
837,0.047312
838,-0.007013
840,-0.076628833
842,0.131340333
843,0.065796
844,-0.048434967
845,0.046596667
848,0.109850417
851,0.0698702
855,0.093522148
858,-0.03822525
860,0.050025
861,-0.0528205
864,-0.008456
865,-0.04508
869,0.057785683
873,-0.044244
875,0.115199843
881,-0.104517333
884,0.020183
885,-0.056333
891,0.092163167
895,-0.04348
896,0.118536
902,0.069289732
904,0.04740725
908,-0.061659
914,0.060009
924,0.100394
925,-0.028696
926,0.098208538
928,-0.111124
933,0.036183333
934,0.014979133
935,-0.036546357
937,0.009422
938,-0.075065667
939,-0.0072335
943,-0.039568098
950,-0.049588
951,0.119059667
955,0.034409
960,0.113833167
961,-0.0538086
968,0.024191
973,0.137807833
974,0.010481333
979,-0.065594
982,0.106433967
984,-0.03974
987,0.01464
991,0.0710822
992,-0.118200111
993,-0.024161
998,0.064236333
999,0.079459
1003,-0.21814
1006,0.019397
1007,0.12258425
1010,-0.010083
1012,-0.02723
1014,-0.138316333
1017,0.063131
1019,0.042208
1020,0.090909
1022,0.00964775
1024,0.065392
1026,0.07416025
1029,0.045215333
1030,0.05671375
1033,0.038278
1036,-0.043366
1038,0.05673
1040,-0.114561
1042,0.121825
1044,-0.016301
1046,-0.067710667
1050,-0.133544833
1056,0.103976
1058,0.016315833
1064,-0.181124
1065,-0.146163
1070,0.010337833
1073,0.081579367
1075,0.086116667
1076,-0.1393545
1081,-0.0946078
1089,0.036268667
1092,0.07776625
1097,-0.158177
1100,-0.034637
1101,-0.123783
1102,-0.081514376
1103,0.01304475
1108,-0.027096333
1112,0.072169
1114,-0.029905667
1127,0.076793574
1129,0.122015167
1131,0.027382967
1136,0.047038
1137,-0.119011
1139,-0.1060445
1149,-0.041667267
1150,-0.1220065
1158,0.0658284
1161,0.047103133
1165,0.0211431
1166,0.046456
1168,0.12679
1172,0.052518467
1173,-0.082132667
1174,0.005792
1183,-0.007623
1190,-0.018601083
1192,-0.0367855
1198,0.02769895
1206,-0.062649333
1208,-0.0950682
1209,-0.024548167
1210,-0.030761633
1211,0.058026
1214,-0.177315
1215,0.06671225
1219,0.075784483
1220,-0.018916755
1224,-0.129605
1226,0.081139
1228,0.027173
1231,-0.0734715
1232,-0.033199
1237,0.015217
1239,0.098708
1242,-0.110544
1243,0.032556888
1245,-0.0651475
1248,-0.091959
1251,0.052541333
1259,-0.0802396
1261,-0.0083393
1265,-0.054358749
1267,0.063833
1268,0.04763
1273,-0.009114
1274,0.150242667
1276,-0.044263083
1278,0.12668
1280,0.074624
1281,0.0480095
1295,0.053105817
1301,0.10169
1306,0.0504165
1307,0.0766907
1312,-0.005505
1318,-0.110073081
1323,0.067852462
1324,0.052935
1326,-0.033414
1335,0.076886
1337,-0.023675
1339,-0.105299
1340,0.046269
1341,-0.063675167
1347,0.075195
1355,-0.005274676
1357,0.034809867
1360,0.1261745
1361,0.070507717
1365,0.0064185
1369,-0.024019111
1371,0.155181467
1374,0.027656833
1375,-0.02947056
1379,-0.035315
1385,-0.018202
1391,0.16961741
1396,0.063243
1401,0.033208679
1402,-0.052918
1407,0.0805305
1412,0.080178233
1413,0.033603
1414,0.154720333
1427,-0.022229667
1429,-0.102442
1435,-0.152865
1436,-0.096775
1438,0.047358
1439,0.033367933
1445,0.130513333
1447,-0.057696333
1452,0.0129375
1454,0.009951
1456,-0.0184485
1461,0.006114
1463,-0.107140333
1464,-0.069833
1467,-0.16324
1468,0.008484
1473,0.061845867
1474,0.084421
1475,0.122581856
1476,0.00132
1478,-0.046103
1481,-0.049358533
1482,-0.016087667
1485,-0.093356494
1487,0.18793825
1495,-0.024148667
1498,0.045358
1502,0.005207
1506,0.064418
1508,0.141239233
1513,-0.117510608
1516,0.101562333
1518,0.080193324
1519,-0.045313333
1520,0.106514
1522,-0.03973815
1523,0.080130167
1525,0.137569
1526,0.100372633
1529,0.1834095
1530,0.104923033
1531,0.130418333
1534,-0.03234425
1541,-0.024817
1546,-0.12746575
1552,-0.0589165
1553,0.036516667
1554,-0.043673
1555,0.0591395
1557,0.080192917
1559,0.079568333
1560,-0.052994
1564,0.068112769
1565,0.069811667
1566,-0.006821
1567,0.1041998
1569,-0.0421995
1573,-0.183508135
1585,0.061665
1592,0.042718676
1598,-0.018201
1603,0.0402
1606,0.0049806
1608,-0.1729945
1609,-0.036643
1613,-0.025374167
1619,-0.0719205
1623,0.085756929
1624,-0.006292
1626,-0.0036198
1629,-0.095375
1631,-0.01183
1635,-0.196484
1641,-0.085834167
1644,0.024152333
1645,-0.0216615
1646,-0.122057483
1647,-0.01999825
1648,-0.0549565
1660,-0.049864
1661,-0.10198
1664,-0.165169
1666,0.01974
1670,0.047401657
1671,-0.0337047
1673,0.072164421
1677,-0.11314
1678,0.011324
1683,-0.008437
1688,0.130462
1694,-0.000500333
1696,0.08848
1699,-0.056892331
1709,0.020328929
1711,0.0809825
1713,-0.0860368
1715,0.063233
1716,0.064714465
1719,0.067932
1720,0.020511
1723,-0.045599133
1728,0.012102
1730,-0.090888333
1741,-0.066447333
1742,-0.046797083
1747,0.016332
1749,-0.050408483
1750,0.030770853
1751,0.05861
1752,-0.11147239
1758,-0.138049
1760,0.079557667
1761,0.023373
1763,-0.02926275
1770,-0.04130805
1772,0.085205
1773,-0.132596
1774,0.067831229
1777,-0.1087385
1778,0.06744555
1779,0.134037
1781,-0.021044833
1782,-0.023985467
1783,0.0247955
1789,0.097571829
1790,0.024769667
1791,-0.116469
1794,0.03602675
1801,-0.083269
1802,0.017743379
1803,0.003568333
1804,-0.020029683
1805,-0.043989
1806,-0.0132025
1809,0.065057452
1810,0.121169
1812,0.127396581
1817,-0.013302
1818,0.075628
1832,0.020391133
1833,0.00101
1834,-0.023814
1835,0.0300788
1837,-0.015076
1840,0.041913
1841,-0.078770038
1844,-0.035029
1848,0.019631
1849,0.064305167
1850,0.096375417
1854,0.031523
1856,-0.029924
1857,0.109711
1860,0.034121517
1863,-0.041211964
1864,0.067475952
1868,0.068807
1869,0.075661333
1871,-0.040718262
1873,0.1139943
1885,-0.016739
1886,0.038247
1888,-0.034149833
1893,0.06471165
1895,-0.069377
1897,-0.018651
1898,-0.086889
1900,0.083297239
1904,0.0598386
1907,0.020876
1908,-0.002411
1912,-0.106111583
1914,0.011969
1917,-0.069282
1918,0.078938
1922,-0.03581785
1924,0.006486
1927,0.0680709
1928,-0.019946595
1933,0.143917
1935,0.057426
1940,0.006306
1948,-0.125320333
1950,0.173632
1952,-0.046525917
1953,0.113906
1954,0.011944833
1955,0.084739
1958,0.076082233
1959,-0.074675
1963,-0.069751
1964,0.026646988
1967,0.092620736
1969,-0.16124
1974,0.023709483
1975,-0.013662
1980,-0.035043
1993,-0.000114333
1997,0.083001
2000,0.05418
2003,0.103055
2004,0.077886
2008,0.017319567
2009,0.06926775
2013,-0.075563
2016,-0.0913485
2019,0.020031
2021,0.08097885
2022,0.01838225
2024,-0.045396667
2030,-0.0308411
2034,-0.0208865
2038,-0.000796426
2041,0.003258042
2045,0.076741
2049,0.024258857
2053,-0.0649986
2057,0.102234
2063,0.001658667
2069,0.0018665
2071,0.00077
2072,0.086579257
2076,-0.014645367
2078,0.057535325
2083,0.009266667
2084,0.037621
2086,-0.049205
2087,0.036450667
2089,0.071774
2091,0.11975
2093,0.0333615
2096,-0.177729
2098,0.021384533
2099,0.044455
2104,-0.0744885
2106,-0.173782152
2108,0.0290885
2109,-0.018515
2110,-0.003752633
2114,-0.094125
2116,-0.010875133
2122,0.119014
2127,0.0116825
2128,-0.028713
2130,0.043984333
2133,-0.012783167
2136,0.1129974
2142,0.02592
2151,-0.023911
2153,0.027622
2155,0.0757374
2156,-0.298964
2158,-0.189165
2161,-0.063787133
2163,-0.067109033
2165,-0.077767533
2166,-0.0361985
2171,0.084806
2174,-0.086824
2175,0.051322667
2181,0.127965
2183,0.029501933
2188,-0.015621833
2193,0.095377
2197,0.01575
2199,0.090112
2201,-0.0497723
2206,0.09286
2208,-0.024493
2210,0.049841861
2221,0.114995783
2222,-0.009849
2226,-0.011155
2230,0.0487
2233,0.01378875
2234,0.040008
2235,-0.080836
2245,-0.103617
2248,0.0704584
2249,-0.0526855
2252,-0.007101224
2254,-0.042254
2255,-0.164078333
2256,-0.224167167
2257,0.139111
2260,0.14378325
2262,0.09143225
2268,-0.049453
2270,0.042032
2275,-0.037408333
2277,0.0234605
2281,-0.041093
2282,-0.05085475
2287,-0.049458
2288,0.080931
2290,-0.045126
2291,0.0710822
2295,0.124865
2298,-0.031056857
2300,0.018726495
2302,-0.049294667
2306,0.050055333
2307,0.105083
2308,-0.035322
2309,0.143348
2311,-0.0210934
2312,0.0603445
2313,-0.029230667
2320,0.025731483
2321,0.043495333
2324,0.068601
2329,-0.07026
2332,0.108627
2333,0.030126333
2335,0.114337667
2337,-0.090527
2340,-0.016402
2344,-0.102919
2345,0.082088
2349,0.009510167
2350,0.104905
2354,0.067519258
2357,0.022964
2360,-0.0277367
2365,-0.058334
2377,0.093318183
2382,0.0195355
2384,0.01712465
2388,0.062083143
2391,-0.043431
2393,0.051885
2395,0.000239
2396,0.066788163
2400,-0.026036
2401,-0.003752
2402,0.035058298
2407,-0.0153785
2422,0.103121
2423,0.043105933
2426,0.0074715
2430,-0.0145184
2432,0.03331
2433,-0.030469
2436,0.050075667
2438,0.021811117
2439,0.135118
2449,-0.113081333
2453,0.041684
2462,0.09999075
2474,0.078195
2476,-0.251352167
2480,0.006567
2482,0.019618
2492,-0.01637065
2495,0.048092
2496,-0.065997
2498,0.068822
2500,-0.0107015
2501,-0.253499333
2502,0.095817965
2512,0.089877
2514,-0.015723
2517,-0.0349945
2518,0.083346417
2520,0.090434483
2524,-0.0472158
2527,0.054015
2530,-0.099389
2531,-0.0260665
2534,0.082803
2536,-0.068512667
2537,-0.017264667
2542,-0.023443
2543,-0.074818667
2544,-0.082317
2545,0.073421
2546,0.055342
2550,-0.040041
2551,-0.110668
2552,-0.047977817
2554,-0.0111708
2555,0.040629533
2559,0.036406
2562,0.07586105
2565,-0.029329
2566,-0.0443976
2567,0.106971
2568,-0.028057769
2571,-0.015744133
2572,-0.032489
2573,0.003369
2576,0.009224703
2581,-0.076041
2582,-0.0382184
2584,0.122422
2588,-0.087902
2590,0.09736
2591,0.038136
2594,-0.026525667
2597,0.044284
2598,-0.0256655
2600,-0.02742075
2603,-0.032834
2604,0.028914
2606,-0.041398
2608,0.1118987
2613,0.09376675
2615,-0.083122333
2616,-0.058484
2617,-0.127057967
2625,0.068556
2626,0.044867
2631,-0.032917933
2643,0.028184
2644,-0.10736
2649,-0.075992
2650,-0.0193045
2652,0.098499581
2655,0.019089
2658,-0.10293
2660,0.060286
2667,-0.0186186
2673,0.01207
2674,-0.152212014
2676,0.089325
2677,-0.038653
2681,0.025824333
2689,-0.001072
2691,0.0241971
2693,0.0880965
2696,-0.050745767
2700,0.041935
2701,0.044015133
2702,0.086232167
2704,0.003977667
2706,0.021842
2707,0.002572
2708,-0.099895833
2712,0.0997035
2713,0.014988
2716,-0.242631
2717,0.076125562
2721,-0.0446877
2731,-0.040336
2736,-0.047699449
2740,-0.0294681
2743,-0.031868
2747,-0.036964
2748,0.0556635
2749,0.075931427
2758,0.0219855
2759,-0.0423895
2761,-0.024114
2762,-0.04442825
2763,-0.056976
2766,0.044097433
2768,-0.032586
2772,0.096973917
2775,-0.202950083
2776,0.109646
2777,0.047436357
2781,-0.042587367
2785,0.01863335
2788,0.046541367
2790,0.074291467
2791,0.030432333
2793,0.082868
2795,0.034953
2798,0.020847333
2800,0.0253565
2801,0.096301
2805,0.1140615
2812,-0.045981
2815,-0.08068
2816,0.0581726
2819,-0.008388
2821,0.069556
2828,-0.020579
2830,0.058019333
2831,0.004315
2834,0.0625095
2836,-0.072386
2838,0.056530928
2842,-0.034674
2843,0.0062225
2846,0.125053262
2849,0.112263167
2850,0.088623167
2853,-0.04214375
2856,0.057491
2862,0.066839
2868,0.045219283
2872,-0.040698
2878,-0.078383417
2883,0.041858
2884,0.164417933
2885,0.122352067
2887,0.041833395
2889,0.043720421
2893,-0.038586
2897,-0.140533
2898,0.06047795
2901,0.060957517
2905,0.089681
2907,-0.028707
2910,-0.0382425
2912,-0.258796
2914,0.0330115
2921,-0.005213667
2922,0.012219
2924,0.026577
2936,-0.070446
2938,-0.0462366
2939,-0.072317
2941,-0.010045
2950,-0.0103318
2956,0.0584575
2959,0.031462
2960,-0.075394
2961,-0.033439
2962,0.053358
2966,0.084986
2970,-0.067438
2973,0.009946
2974,0.09862325
2976,-0.19855
2981,-0.018390639
2983,-0.049003
2988,-0.046274
2989,-0.076494
2994,0.068178117
2995,-0.22529925
3010,-0.026368
3013,-0.122256
3015,-0.111010917
3026,-0.0550745
3027,-0.030855783
3036,-0.123348667
3050,0.047227333
3051,0.025131
3053,-0.095243
3055,0.051026
3060,-0.034557
3062,0.017482571
3063,0.097507
3064,-0.098528
3065,-0.0057972
3072,-0.016301
3077,-0.1091968
3078,-0.1047105
3079,-0.078441
3086,0.078475333
3090,0.1323535
3093,0.046173219
3094,-0.061536083
3098,-0.1015351
3101,0.14084
3107,0.029676
3109,0.0873054
3110,0.017764333
3115,0.01716405
3116,-0.002235167
3121,0.0180925
3124,-0.1223461
3125,-0.057181
3126,0.0709245
3129,-0.04216325
3130,0.019071333
3131,-0.110746345
3133,-0.01055
3134,-0.054268
3135,0.105416236
3140,-0.067306
3141,-0.0892757
3142,0.036581
3146,-0.1151035
3150,0.04554381
3154,-0.128717617
3155,-0.026728
3156,0.131978551
3158,-0.00579
3164,0.03348675
3173,-0.042718
3174,0.037010233
3176,0.0536515
3178,-0.061539417
3181,-0.103907833
3183,0.13869
3186,-0.062227
3189,-0.087873
3190,-0.057878
3192,0.004684
3194,-0.0004
3195,-0.107729
3196,0.052591
3198,0.028454
3210,0.055639
3211,-0.068883
3212,0.050195
3213,-0.034912
3214,0.050144
3216,-0.105503444
3218,-0.085017
3219,-0.09067965
3221,0.00029075
3222,-0.0398498
3223,0.097914333
3226,-0.031664
3228,-0.0361176
3229,-0.153581583
3230,0.00155475
3231,-0.029938617
3233,-0.012294862
3235,-0.018133286
3236,0.0201165
3237,0.026971
3239,-0.033643133
3244,0.100062
3253,-0.318341
3254,0.072070233
3257,0.018016
3258,-0.055141
3259,0.077912
3260,0.0419585
3265,-0.0508473
3268,0.0331875
3269,0.051787096
3271,-0.064102833
3273,0.068436
3274,-0.002677167
3277,0.030717
3283,0.095642
3284,-0.025219
3286,-0.106643
3287,-0.092237
3289,0.049436
3294,-0.012683
3296,-0.032199417
3299,-0.094044
3303,0.0055835
3310,-0.022212
3311,-0.019378098
3312,0.019564
3315,-0.096391669
3325,0.04853995
3327,-0.00679
3332,0.020147333
3333,0.0543365
3335,0.054876
3342,-0.053143
3346,-0.133025
3348,0.127427533
3353,-0.0142545
3360,-0.024783683
3366,-0.098648
3367,-0.59292
3377,0.059364
3382,0.030366
3384,-0.030340167
3385,-0.0250882
3391,0.000170575
3392,0.099471
3395,0.003094
3396,-0.03973815
3399,-0.0132209
3409,0.07447688
3413,-0.141126
3415,0.0270415
3416,-0.05464
3417,-0.145241917
3424,-0.106223
3425,0.101963
3430,-0.111868
3432,0.1538955
3434,-0.044713
3435,0.021325667
3437,-0.058635
3442,-0.044642165
3443,-0.0896903
3448,-0.001603
3450,0.037500817
3452,0.067185486
3457,-0.03804075
3464,-0.00442396
3465,0.165045271
3466,0.029137833
3468,0.040412
3470,0.0798105
3476,0.0290967
3489,0.078227
3493,0.044816
3494,0.0735
3495,-0.0095
3497,-0.0155912
3498,0.069193
3499,0.052352967
3519,0.060037
3522,0.014253
3523,0.017462
3525,-0.0445988
3526,-0.014681
3528,0.074986667
3530,0.105083
3531,0.063924229
3533,0.057724617
3535,-0.032586
3537,0.0261692
3538,-0.027258
3542,-0.011301
3543,-0.069057933
3546,-0.148581
3547,-0.085214
3548,-0.03457725
3549,0.016625452
3550,0.023858
3551,0.09059
3552,-0.069027283
3559,-0.16191525
3561,0.036386
3564,-0.013628
3569,0.026966
3573,0.066446
3576,0.046930917
3580,-0.082901355
3582,0.032935
3585,0.036224211
3587,-0.05868
3590,-0.0423845
3595,0.061529
3597,0.089106
3599,0.055786
3600,0.058755667
3602,0.053854
3604,-0.047058
3608,-0.0494825
3609,-0.060712
3610,-0.085946
3613,0.053865
3616,-0.00829835
3617,0.114043736
3621,-0.0273675
3630,0.0841245
3631,-0.04851225
3632,-0.068433
3635,0.047659733
3636,-0.0181145
3637,-0.051912333
3639,0.002431829
3641,-0.099648
3643,-0.09866
3660,-0.031315333
3662,-0.025838
3673,-0.0598806
3674,-0.069674833
3684,0.09371
3687,0.08604735
3688,-0.092962
3693,0.101747
3694,-0.045349
3698,-0.021769333
3701,-0.0941708
3702,0.10673425
3707,0.123300803
3712,0.075063
3716,0.04649665
3717,0.024866833
3719,-0.105978
3723,0.11321
3724,-0.0084022
3726,0.065913219
3733,0.042219905
3734,-0.058467
3741,0.133652
3749,-0.054709
3750,-0.0490775
3755,0.025163
3759,0.04844175
3761,0.008841
3767,-0.3222846
3769,0.1211776
3771,-0.02243425
3775,-0.084822
3777,-0.051521
3778,-0.079331629
3781,-0.025392
3783,0.0726265
3784,-0.036633
3789,0.053408817
3791,-0.0320515
3795,-0.110457
3796,0.0070495
3798,0.089021
3802,0.037544143
3806,-0.055265
3812,-0.015232
3813,0.060673
3814,-0.070055917
3816,0.060492
3818,0.04825025
3819,0.12188225
3822,0.087282933
3824,-0.08014925
3828,-0.006595
3833,0.016049
3838,-0.17086675
3839,0.08458775
3841,-0.101396067
3842,0.0401985
3844,0.03825
3845,-0.0202404
3847,-0.121792
3851,0.127411067
3853,0.16790225
3856,-0.087232
3861,0.012207
3862,0.044677
3865,-0.084428681
3868,0.021151
3869,0.090112
3870,0.055962
3873,-0.004468
3878,0.021961333
3882,0.023503
3883,-0.098841
3884,-0.039808
3894,0.007787
3901,0.057422
3902,-0.018879
3907,-0.102225
3914,0.005637
3918,0.009647667
3920,-0.101462
3932,0.07687344
3936,0.046187
3938,0.04498539
3949,0.041184
3951,-0.095571
3955,0.092435
3964,-0.001649
3965,0.043857
3969,0.07004
3972,-0.047821667
3976,0.005601
3983,-0.038661
3984,0.010551717
3985,-0.077930851
3986,-0.171549
3990,0.050194167
3991,-0.111791
3997,0.022912
4002,-0.095247767
4003,-0.021996
4009,0.063384
4010,0.067941226
4011,-0.023926
4016,0.000804
4018,-0.064453
4020,0.060043333
4022,-0.104784
4024,0.006480667
4027,0.01577525
4030,0.088668667
4031,-0.040057333
4032,0.016021
4033,0.092755088
4034,-0.0583808
4036,-0.0926781
4038,-0.009292
4040,-0.068258771
4047,0.013383
4048,-0.040207948
4051,0.027991
4052,0.038733
4054,0.047568717
4057,-0.001722
4059,-0.068618417
4062,0.051187583
4064,-0.042866
4065,0.18074
4066,0.0716079
4072,0.061842
4074,0.014536083
4078,-0.071186167
4080,-0.078393167
4081,0.121708
4082,0.004289
4084,0.094998
4085,0.044278333
4089,0.01664675
4090,0.010672
4100,-0.021485167
4101,0.094721867
4111,-0.010029333
4118,-0.015253219
4119,-0.076919067
4120,-0.115961333
4128,-0.0526685
4131,0.025741
4134,-0.154064
4138,0.079372605
4139,-0.014619333
4141,-0.1265985
4142,0.086268
4151,0.010831917
4154,0.035237333
4156,0.0196
4157,-0.039849
4158,-0.1045005
4168,0.02531273
4171,0.010932914
4174,0.026163
4176,-0.0254009
4178,0.046133
4182,0.05804625
4191,0.045963
4197,0.163024667
4198,-0.075106
4201,0.082014833
4205,0.100621067
4207,-0.0351755
4209,0.117448
4210,-0.042947129
4211,0.0387724
4214,-0.171716071
4215,0.09246425
4216,-0.007149
4217,-0.0472334
4218,0.134515
4220,0.064845667
4222,-0.185289
4225,0.004343
4226,0.0765136
4232,-0.028062
4235,-0.0439875
4242,-0.0211021
4254,0.056730444
4257,0.04068825
4258,-0.032897333
4259,0.036402
4264,-0.01345
4265,-0.069971333
4266,-0.055860417
4267,0.044413
4270,0.048051
4271,0.007109333
4277,-0.100423376
4278,-0.156103517
4282,0.075926
4287,-0.052044333
4288,-0.033372
4289,0.069717
4292,-0.010523667
4293,-0.038593
4294,-0.029354
4295,-0.061175083
4299,-0.017368
4301,0.083484483
4303,0.034782
4308,0.04825025
4309,0.145281
4310,0.037844
4326,0.065962881
4333,-0.01899025
4334,-0.16279
4337,-0.028266
4338,0.0571962
4339,0.047258083
4340,0.019047
4341,0.007947
4342,0.068689
4346,-0.060473
4350,-0.113595
4353,0.080690333
4357,-0.079303
4362,-0.0117858
4366,-0.0593705
4373,0.0907907
4375,-0.140593667
4377,0.054512333
4380,0.1554655
4381,0.140029
4383,-0.208487
4388,-0.005702
4390,0.1079265
4392,0.039808505
4396,0.128183
4401,-0.044305767
4402,-0.163584371
4404,0.0376035
4407,-0.194364
4416,-0.024931
4421,-0.077800875
4422,0.0267544
4427,0.062419
4430,-0.043567536
4433,0.038674
4436,0.049559
4439,-0.025583333
4442,0.053029867
4446,0.039154
4448,-0.054185257
4450,-0.033232146
4451,0.081985
4452,0.077469
4459,-0.0143216
4466,0.1223595
4470,0.025308833
4479,-0.204366
4481,0.083366
4497,-0.085978
4498,0.10845175
4499,0.076314
4504,0.006003
4505,0.066439
4506,0.015266167
4507,0.0324264
4508,0.10503
4509,0.0008191
4510,-0.132100733
4515,-0.044325096
4520,-0.005102952
4521,0.067203
4523,0.061516
4525,-0.008900367
4526,0.034173
4529,0.035589
4532,0.06547125
4536,0.049013
4537,-0.016059
4541,0.010789
4551,0.1030054
4553,0.019758
4555,0.0086675
4561,-0.052819233
4568,0.096432
4575,-0.102815
4577,-0.097010708
4579,0.05301
4581,-0.016295
4582,0.053691667
4583,-0.030175
4584,-0.0516725
4586,-0.149325
4587,-0.031995
4594,-0.038184
4601,0.062336
4602,-0.0354625
4603,0.031321667
4605,-0.051183667
4608,0.073623167
4609,0.038342333
4610,0.121708867
4612,-0.000979767
4615,0.098184633
4618,0.096353
4621,0.083298462
4627,0.097928364
4634,0.0655771
4640,0.076544
4642,-0.159714
4644,0.055362
4646,0.120287333
4650,0.001128
4657,-0.076093
4663,0.041732495
4664,-0.014100667
4665,0.0577362
4667,0.0289978
4668,-0.066964333
4669,0.0188265
4672,-0.017811667
4673,-0.044684
4676,-0.04688
4677,0.066064
4682,-0.033666
4684,0.015185
4688,-0.0378315
4690,-0.034485
4695,0.008101167
4698,0.098714583
4699,0.127209367
4701,-0.037497333
4702,0.018556667
4705,0.078386867
4710,0.028407833
4711,-0.11905965
4720,0.111692876
4722,-0.10082575
4723,-0.053697
4736,-0.035579867
4741,0.092602283
4746,-0.047828
4747,-0.072202167
4748,-0.039429383
4750,0.0454024
4751,-0.020461245
4753,-0.064581667
4760,0.000207
4761,0.139563083
4763,0.0641505
4771,0.003258042
4772,-0.010917767
4773,0.0999235
4781,0.021173
4785,0.053953
4787,0.052945267
4788,-0.0444652
4791,-0.038398
4795,0.067389333
4797,0.0222575
4798,-0.0409627
4803,0.072381
4807,0.034397333
4811,0.112884333
4812,0.029458
4814,-0.101144
4822,0.100073917
4826,0.007556
4828,0.0204285
4833,-0.029114
4847,0.037257
4849,-0.07972
4851,0.009955
4853,0.0692428
4854,-0.139794
4855,-0.044255
4859,-0.113415
4863,0.068174143
