id,Age
74212,8.841944
74213,10.597734
74214,12.848122
74215,8.210225
74216,7.1133046
74217,15.426945
74218,11.044468
74219,8.0543
74220,14.771949
74221,7.9494867
74222,10.169861
74223,9.59716
74224,8.518697
74225,10.639666
74226,9.870493
74227,11.038279
74228,4.332762
74229,11.753881
74230,10.272461
74231,7.764209
74232,10.579203
74233,6.131899
74234,10.150997
74235,11.080459
74236,8.054227
74237,8.906056
74238,10.516077
74239,6.1087217
74240,7.378332
74241,7.623638
74242,12.764088
74243,10.168436
74244,6.695464
74245,10.284116
74246,9.954593
74247,8.712542
74248,8.730112
74249,14.715015
74250,10.440527
74251,13.358589
74252,7.9481544
74253,11.128019
74254,10.322475
74255,10.352687
74256,10.80526
74257,12.703518
74258,4.148435
74259,10.887032
74260,8.295181
74261,6.88922
74262,4.4872255
74263,10.959667
74264,10.780571
74265,11.21875
74266,8.153351
74267,10.941505
74268,6.6878166
74269,7.5302143
74270,8.366455
74271,11.11732
74272,15.488604
74273,6.7980895
74274,12.748425
74275,8.618938
74276,7.7458415
74277,8.952431
74278,13.589344
74279,10.767458
74280,11.028651
74281,14.215139
74282,12.002375
74283,11.052539
74284,7.7719727
74285,7.049098
74286,10.7571125
74287,10.932693
74288,11.311892
74289,7.635848
74290,10.705076
74291,11.692785
74292,9.479965
74293,7.294756
74294,10.352408
74295,12.972836
74296,10.961615
74297,10.418035
74298,15.946562
74299,11.249844
74300,9.929626
74301,10.1464
74302,9.950919
74303,9.435827
74304,11.335533
74305,9.135422
74306,8.442164
74307,7.681614
74308,10.997856
74309,9.716059
74310,17.047853
74311,8.222895
74312,12.684645
74313,11.15146
74314,10.551635
74315,9.519075
74316,9.948513
74317,10.031719
74318,12.034662
74319,11.9229555
74320,7.745555
74321,8.8799305
74322,12.559142
74323,10.674857
74324,12.51215
74325,8.507131
74326,9.137442
74327,10.832152
74328,11.162834
74329,9.289726
74330,8.260588
74331,5.4167633
74332,10.346058
74333,12.919142
74334,12.705742
74335,11.002478
74336,8.3681135
74337,8.876518
74338,9.428131
74339,9.739043
74340,8.860747
74341,8.582314
74342,8.190259
74343,8.284619
74344,10.429005
74345,10.014578
74346,7.3976994
74347,12.602986
74348,10.044506
74349,8.869133
74350,10.778977
74351,11.977656
74352,12.532943
74353,9.982133
74354,11.999876
74355,6.819831
74356,5.851458
74357,9.841393
74358,6.8076973
74359,8.361792
74360,8.59601
74361,10.675693
74362,8.077333
74363,9.472957
74364,9.941458
74365,5.350611
74366,5.316987
74367,7.4715486
74368,8.19413
74369,8.798874
74370,11.164261
74371,10.782854
74372,10.204861
74373,10.662617
74374,8.79302
74375,7.0582438
74376,10.904148
74377,9.75358
74378,13.838467
74379,11.30883
74380,9.70196
74381,8.8497505
74382,11.1032295
74383,7.8728886
74384,10.096157
74385,9.413183
74386,13.600172
74387,11.336696
74388,7.245346
74389,9.188584
74390,6.4201527
74391,8.063141
74392,8.789923
74393,11.642441
74394,8.014846
74395,9.2732525
74396,9.708033
74397,7.1068335
74398,9.609787
74399,11.144338
74400,11.720427
74401,8.886957
74402,8.467909
74403,10.309473
74404,6.96093
74405,16.584263
74406,4.997406
74407,8.971668
74408,10.17157
74409,14.139135
74410,10.36931
74411,10.873229
74412,11.597045
74413,9.665697
74414,10.820101
74415,13.246368
74416,10.333769
74417,16.711025
74418,8.455902
74419,10.109959
74420,10.224306
74421,9.085731
74422,5.1294327
74423,9.507221
74424,7.9703617
74425,7.145438
74426,10.76532
74427,9.643709
74428,9.713112
74429,15.510532
74430,5.7283764
74431,5.2856016
74432,10.181105
74433,13.350035
74434,11.564845
74435,11.033037
74436,12.569776
74437,10.786058
74438,10.590801
74439,7.8981276
74440,11.167849
74441,9.313077
74442,11.115827
74443,6.8073483
74444,8.816206
74445,11.411404
74446,12.707533
74447,9.215316
74448,4.5463734
74449,6.718066
74450,9.933314
74451,14.114498
74452,10.833554
74453,6.1227436
74454,9.898733
74455,8.370574
74456,11.025726
74457,7.162747
74458,7.5330286
74459,9.799854
74460,7.759144
74461,12.533312
74462,8.599127
74463,10.50568
74464,13.352987
74465,5.2222233
74466,11.147976
74467,11.079931
74468,8.493518
74469,9.893642
74470,11.428234
74471,11.532109
74472,12.479618
74473,14.568533
74474,4.976889
74475,10.7130375
74476,10.187557
74477,10.043827
74478,9.074694
74479,14.74963
74480,9.640348
74481,7.993146
74482,9.404045
74483,9.444469
74484,11.253381
74485,14.770308
74486,6.7035365
74487,4.7890577
74488,9.726355
74489,7.440444
74490,6.8946342
74491,9.466703
74492,6.6366405
74493,9.698771
74494,11.36356
74495,12.131104
74496,5.384189
74497,9.925249
74498,9.889301
74499,8.285361
74500,9.344727
74501,9.516525
74502,10.836601
74503,9.575909
74504,12.151471
74505,9.28598
74506,9.70821
74507,9.472885
74508,6.6762075
74509,13.981743
74510,10.8975525
74511,11.367722
74512,9.701247
74513,11.446009
74514,9.831148
74515,9.410372
74516,5.8191447
74517,8.446041
74518,11.105846
74519,9.856717
74520,5.537943
74521,8.833517
74522,10.367121
74523,10.404561
74524,8.646238
74525,7.175442
74526,7.680003
74527,9.745914
74528,9.551854
74529,9.050003
74530,9.14991
74531,10.32283
74532,9.142563
74533,9.932474
74534,7.099847
74535,11.401689
74536,5.408887
74537,7.0716243
74538,10.6662445
74539,8.673456
74540,8.498228
74541,10.099537
74542,10.068732
74543,9.873367
74544,10.16901
74545,10.307472
74546,15.037085
74547,10.441294
74548,14.228802
74549,7.6092134
74550,12.922551
74551,12.272932
74552,9.551474
74553,9.317749
74554,10.178495
74555,10.888147
74556,8.791124
74557,11.67903
74558,9.702811
74559,10.396843
74560,9.6290865
74561,10.996855
74562,5.016013
74563,10.026604
74564,10.151163
74565,8.742324
74566,9.289379
74567,13.957187
74568,5.392249
74569,15.976711
74570,12.168873
74571,4.214179
74572,6.341083
74573,13.463629
74574,10.701946
74575,6.3658953
74576,7.7240624
74577,7.834468
74578,6.811277
74579,11.102707
74580,9.77034
74581,10.085787
74582,4.956072
74583,10.621996
74584,10.582638
74585,12.960228
74586,4.1460223
74587,5.9062176
74588,9.132456
74589,8.864726
74590,11.355084
74591,9.383722
74592,11.09729
74593,4.7575903
74594,12.390576
74595,13.188541
74596,11.0608425
74597,7.7509356
74598,5.174677
74599,9.108363
74600,6.123306
74601,7.044735
74602,9.162414
74603,5.023825
74604,12.627465
74605,5.459344
74606,7.83998
74607,11.05197
74608,9.561024
74609,6.512405
74610,11.262532
74611,8.2167225
74612,11.125357
74613,9.848728
74614,8.793492
74615,10.403042
74616,6.633792
74617,10.470922
74618,6.064973
74619,8.575277
74620,8.906657
74621,5.8152523
74622,8.444212
74623,7.3174047
74624,8.882649
74625,9.979319
74626,11.11989
74627,9.333879
74628,12.978623
74629,11.62402
74630,13.792802
74631,13.889619
74632,8.249561
74633,14.310476
74634,8.821577
74635,10.149073
74636,12.8813305
74637,7.505742
74638,6.8050075
74639,9.243893
74640,7.6046076
74641,7.0934525
74642,8.31864
74643,10.60857
74644,10.191449
74645,3.9406881
74646,8.759609
74647,10.186417
74648,11.072321
74649,5.4580717
74650,12.905398
74651,10.296791
74652,11.902114
74653,5.2998643
74654,12.401261
74655,11.2055435
74656,8.594667
74657,8.817243
74658,11.504978
74659,10.112682
74660,9.613142
74661,14.508368
74662,8.244625
74663,11.695761
74664,10.804424
74665,14.6305275
74666,10.1003895
74667,8.537639
74668,11.424928
74669,9.847637
74670,11.2402
74671,9.7583065
74672,9.509264
74673,9.983153
74674,9.078947
74675,12.837746
74676,9.462717
74677,10.2676735
74678,10.009402
74679,9.629644
74680,9.806353
74681,9.385405
74682,9.725629
74683,6.6963205
74684,7.215554
74685,5.8725004
74686,5.7305784
74687,9.747895
74688,9.943907
74689,9.3293705
74690,8.372805
74691,12.669521
74692,7.230484
74693,7.37451
74694,10.206806
74695,10.115715
74696,5.908547
74697,8.585572
74698,7.1681843
74699,11.712967
74700,8.054993
74701,9.275255
74702,13.18455
74703,6.5463686
74704,10.472448
74705,5.2271385
74706,6.027817
74707,5.3698173
74708,12.926994
74709,10.118044
74710,7.517275
74711,12.059208
74712,12.311018
74713,7.2119093
74714,7.7923784
74715,10.106514
74716,7.902643
74717,8.993176
74718,9.837018
74719,9.806257
74720,8.144705
74721,10.178856
74722,14.540079
74723,9.9181385
74724,11.09331
74725,15.417484
74726,11.923868
74727,8.360594
74728,11.478108
74729,10.152315
74730,10.101367
74731,9.3771925
74732,12.162039
74733,10.891904
74734,7.090252
74735,10.926671
74736,7.5929294
74737,10.930944
74738,7.4437566
74739,10.894762
74740,8.686677
74741,8.865085
74742,11.913985
74743,10.976639
74744,8.89246
74745,8.752868
74746,11.886326
74747,10.465332
74748,10.242919
74749,9.75085
74750,7.8743024
74751,9.865847
74752,8.231997
74753,7.2520103
74754,13.660648
74755,10.552713
74756,6.873293
74757,9.680251
74758,12.197062
74759,7.600638
74760,11.977169
74761,9.159626
74762,7.054465
74763,17.080328
74764,9.424601
74765,10.18782
74766,10.023751
74767,6.6287513
74768,9.368252
74769,9.123884
74770,9.439077
74771,12.279318
74772,10.902015
74773,9.065144
74774,11.100108
74775,11.424883
74776,10.816694
74777,6.4876223
74778,6.076468
74779,9.81028
74780,10.848991
74781,9.127789
74782,8.709948
74783,10.866252
74784,10.874759
74785,12.01004
74786,10.569529
74787,13.651321
74788,7.0384693
74789,4.7900267
74790,9.166763
74791,11.99642
74792,5.75721
74793,6.9424267
74794,14.039743
74795,11.3697815
74796,12.536048
74797,8.322133
74798,12.447802
74799,10.24858
74800,16.519901
74801,8.943628
74802,11.342659
74803,12.356482
74804,9.935292
74805,10.236944
74806,5.013114
74807,5.0071
74808,7.207931
74809,16.373554
74810,6.318015
74811,10.836027
74812,10.392226
74813,11.541
74814,10.088898
74815,9.191986
74816,11.49078
74817,12.922137
74818,9.41773
74819,9.2029705
74820,10.997319
74821,10.93787
74822,9.8881035
74823,8.021524
74824,10.899132
74825,6.937241
74826,9.464906
74827,10.819308
74828,9.955185
74829,10.520959
74830,9.469688
74831,7.640283
74832,7.9807806
74833,13.518745
74834,12.211853
74835,10.423532
74836,12.863085
74837,11.658055
74838,8.897539
74839,7.271218
74840,9.289721
74841,8.858811
74842,10.953494
74843,8.83016
74844,9.106478
74845,9.839488
74846,11.520188
74847,9.032819
74848,9.992686
74849,9.862376
74850,6.430531
74851,8.763789
74852,10.584463
74853,4.9669495
74854,14.646364
74855,13.56464
74856,10.401108
74857,16.73479
74858,10.047606
74859,10.603964
74860,9.989819
74861,11.356255
74862,10.670452
74863,8.009023
74864,11.476565
74865,10.159058
74866,10.809034
74867,13.85742
74868,9.656076
74869,9.602886
74870,10.700161
74871,9.286296
74872,10.675142
74873,11.420993
74874,11.801678
74875,11.053989
74876,9.764942
74877,10.084124
74878,7.2465444
74879,8.005292
74880,9.942001
74881,10.69864
74882,8.693362
74883,10.215036
74884,7.015315
74885,13.395118
74886,12.348042
74887,5.661086
74888,8.96225
74889,7.8131084
74890,8.346249
74891,10.874686
74892,9.706743
74893,9.510456
74894,12.549347
74895,8.300854
74896,9.759377
74897,9.724946
74898,10.0134325
74899,12.108603
74900,11.976168
74901,6.920712
74902,5.6294956
74903,10.786948
74904,10.130817
74905,10.765964
74906,10.210982
74907,5.3765554
74908,9.927013
74909,9.607435
74910,10.780422
74911,8.429911
74912,10.190405
74913,11.303762
74914,10.361849
74915,6.1279917
74916,11.442463
74917,6.994547
74918,12.77042
74919,11.925999
74920,10.289045
74921,4.1135097
74922,9.840767
74923,9.965097
74924,11.494583
74925,9.041716
74926,11.521458
74927,6.974823
74928,6.739721
74929,8.611789
74930,9.491175
74931,9.3650255
74932,7.9617686
74933,16.354393
74934,9.069569
74935,11.111073
74936,8.09502
74937,8.219048
74938,9.87819
74939,11.481236
74940,7.2868137
74941,10.842295
74942,7.882016
74943,9.745368
74944,10.055893
74945,8.111944
74946,9.713194
74947,11.764761
74948,7.5331326
74949,10.067249
74950,5.095771
74951,11.468479
74952,11.264202
74953,11.647209
74954,9.408579
74955,10.584694
74956,7.11629
74957,9.932606
74958,7.804656
74959,8.364668
74960,10.367104
74961,11.862471
74962,11.078333
74963,10.352037
74964,8.892847
74965,9.076559
74966,8.614149
74967,12.111856
74968,8.484621
74969,13.194485
74970,10.359302
74971,8.464844
74972,6.8040147
74973,9.353743
74974,15.001678
74975,10.973221
74976,11.456411
74977,5.570569
74978,5.824246
74979,7.243799
74980,9.845205
74981,6.4093523
74982,9.607576
74983,5.354903
74984,7.5094724
74985,12.835716
74986,4.160066
74987,8.325721
74988,5.1860237
74989,8.606298
74990,9.8716
74991,8.758245
74992,8.943391
74993,12.912754
74994,6.5739603
74995,9.784695
74996,10.905873
74997,7.390869
74998,13.821323
74999,10.871235
75000,10.168268
75001,12.820331
75002,8.09297
75003,9.75361
75004,8.706661
75005,9.605364
75006,13.972581
75007,11.0142975
75008,9.820426
75009,8.370492
75010,10.938915
75011,10.0335655
75012,11.301046
75013,4.9359426
75014,6.8078356
75015,8.493598
75016,7.6786284
75017,14.876007
75018,14.56131
75019,4.1283264
75020,14.084266
75021,7.9170265
75022,10.424761
75023,11.154059
75024,4.212762
75025,10.726716
75026,9.871506
75027,9.864391
75028,11.218424
75029,8.43558
75030,9.735917
75031,11.369773
75032,10.960332
75033,12.216091
75034,6.0126653
75035,9.83904
75036,9.718776
75037,9.621374
75038,10.3388
75039,10.354559
75040,10.597092
75041,7.748643
75042,10.529517
75043,8.185496
75044,11.428116
75045,12.114176
75046,9.01775
75047,11.178045
75048,10.168613
75049,9.029059
75050,10.136175
75051,6.360738
75052,13.376913
75053,10.166138
75054,9.201805
75055,6.3300385
75056,9.752449
75057,10.172638
75058,10.789129
75059,7.382715
75060,7.5324755
75061,11.550713
75062,9.762123
75063,5.6836443
75064,9.416761
75065,4.403611
75066,8.311619
75067,10.198559
75068,7.9529243
75069,12.72476
75070,15.75562
75071,8.747513
75072,10.105209
75073,6.1404533
75074,8.162381
75075,6.849523
75076,11.657419
75077,8.536356
75078,9.43788
75079,8.039313
75080,7.500999
75081,7.482766
75082,11.033331
75083,8.575645
75084,14.5404625
75085,9.25507
75086,8.469378
75087,10.821863
75088,6.4902544
75089,10.010551
75090,10.103198
75091,7.352126
75092,14.668053
75093,10.893056
75094,6.347451
75095,7.617215
75096,7.941149
75097,7.2510433
75098,10.681601
75099,13.058699
75100,11.29764
75101,11.338271
75102,9.910292
75103,10.014198
75104,6.375924
75105,7.890534
75106,8.863392
75107,13.286204
75108,7.6894603
75109,9.363138
75110,12.856575
75111,11.370316
75112,8.453149
75113,7.793725
75114,13.420379
75115,11.294086
75116,6.627842
75117,8.688616
75118,11.216839
75119,8.845255
75120,10.315134
75121,11.251209
75122,7.0441856
75123,10.364206
75124,6.477271
75125,11.132191
75126,12.212438
75127,9.685627
75128,9.114853
75129,8.60306
75130,5.8692
75131,10.129969
75132,12.396957
75133,11.285656
75134,8.811378
75135,10.521975
75136,11.866023
75137,9.687104
75138,8.340311
75139,7.1563115
75140,8.74669
75141,9.491618
75142,6.058729
75143,10.534738
75144,10.208618
75145,12.419901
75146,8.134373
75147,8.963253
75148,9.411943
75149,8.943346
75150,5.9023967
75151,4.7472186
75152,5.848675
75153,12.466484
75154,7.9383507
75155,8.470819
75156,10.174955
75157,10.8987465
75158,12.806962
75159,6.757951
75160,9.621256
75161,6.6887765
75162,10.041144
75163,8.255546
75164,11.707113
75165,10.816288
75166,11.235782
75167,4.8827963
75168,7.1096516
75169,15.35235
75170,7.852565
75171,9.819038
75172,10.190871
75173,10.062971
75174,17.054909
75175,9.446566
75176,12.017956
75177,10.219397
75178,4.3894167
75179,10.082369
75180,9.545374
75181,8.430384
75182,9.870714
75183,11.639414
75184,11.255274
75185,10.156641
75186,11.116388
75187,10.29656
75188,7.903102
75189,10.903019
75190,7.666668
75191,12.056677
75192,11.567706
75193,14.060556
75194,9.853415
75195,9.5801325
75196,6.3352737
75197,7.435644
75198,10.5648365
75199,6.8663177
75200,11.125062
75201,9.077141
75202,6.711167
75203,10.1740055
75204,10.902903
75205,8.198914
75206,8.935839
75207,9.431793
75208,10.179081
75209,11.165678
75210,12.190767
75211,9.4199
75212,10.355333
75213,12.858738
75214,9.059624
75215,9.996334
75216,10.132252
75217,9.922403
75218,9.768903
75219,15.64314
75220,6.956209
75221,10.279869
75222,9.120207
75223,9.070708
75224,6.96581
75225,8.819368
75226,11.684519
75227,5.2824755
75228,11.804561
75229,10.0359
75230,8.58252
75231,10.176615
75232,9.784056
75233,13.375374
75234,9.734184
75235,7.8965573
75236,11.365076
75237,6.7004137
75238,6.629614
75239,11.162024
75240,7.0638347
75241,7.595888
75242,9.114141
75243,11.206846
75244,7.0932155
75245,12.3130045
75246,10.990374
75247,10.730562
75248,6.582444
75249,11.380089
75250,10.831848
75251,10.142612
75252,9.4062195
75253,10.82888
75254,13.985279
75255,13.238077
75256,8.843604
75257,16.327534
75258,10.919624
75259,12.022889
75260,5.763411
75261,10.172182
75262,13.958296
75263,7.2295423
75264,9.960356
75265,9.793829
75266,11.687117
75267,10.852708
75268,11.201052
75269,9.7888365
75270,5.249406
75271,8.259303
75272,8.6107025
75273,4.5953865
75274,12.466197
75275,9.771608
75276,13.974928
75277,6.5410204
75278,11.140466
75279,6.8183146
75280,5.0248713
75281,8.203032
75282,11.263361
75283,7.830511
75284,10.944895
75285,11.010066
75286,9.788468
75287,5.9086742
75288,10.764353
75289,11.20492
75290,16.126669
75291,9.95096
75292,9.833603
75293,11.0296
75294,11.236314
75295,9.334124
75296,5.397555
75297,8.630892
75298,9.856756
75299,7.940933
75300,10.265626
75301,10.68004
75302,9.479967
75303,6.258884
75304,11.156551
75305,10.907417
75306,7.4467387
75307,9.1710615
75308,11.789451
75309,6.6045146
75310,10.709302
75311,9.368993
75312,11.625158
75313,8.9338455
75314,9.512011
75315,10.289151
75316,5.550749
75317,9.224712
75318,9.998417
75319,16.708088
75320,9.137106
75321,9.407981
75322,9.915554
75323,7.0303745
75324,9.514416
75325,9.235745
75326,8.300823
75327,6.500594
75328,10.606624
75329,6.1197066
75330,7.64876
75331,11.231726
75332,10.606691
75333,9.282025
75334,11.397848
75335,6.09373
75336,11.959883
75337,10.259859
75338,10.366657
75339,10.882357
75340,11.838272
75341,8.752032
75342,5.005115
75343,9.308458
75344,10.935989
75345,8.812909
75346,12.912367
75347,9.938091
75348,4.143649
75349,11.481802
75350,7.618144
75351,5.8364058
75352,5.0128136
75353,8.262295
75354,6.3058963
75355,7.079136
75356,9.01908
75357,11.520652
75358,11.158621
75359,8.7905655
75360,7.0897484
75361,7.0700855
75362,10.750298
75363,11.19427
75364,9.252188
75365,7.1013813
75366,7.0674067
75367,10.617767
75368,13.6864605
75369,11.500336
75370,10.755102
75371,6.9700127
75372,7.837723
75373,9.452632
75374,7.3637385
75375,13.053052
75376,15.680644
75377,13.872166
75378,10.662197
75379,9.984201
75380,6.7047153
75381,11.198423
75382,7.67743
75383,6.795556
75384,14.348274
75385,8.3831215
75386,12.525828
75387,10.186514
75388,11.051242
75389,12.539461
75390,14.755589
75391,11.151634
75392,6.7621546
75393,16.112423
75394,14.46949
75395,7.9550505
75396,11.379343
75397,10.684975
75398,6.8753357
75399,12.372356
75400,6.4386215
75401,9.05125
75402,8.906496
75403,9.796726
75404,8.8041115
75405,11.784851
75406,6.6563873
75407,5.408788
75408,9.50868
75409,9.692183
75410,13.274138
75411,13.101126
75412,6.030445
75413,7.9835234
75414,10.112822
75415,9.68453
75416,5.8830338
75417,9.658476
75418,10.019942
75419,8.079324
75420,11.999676
75421,13.270059
75422,10.547588
75423,10.382615
75424,7.789616
75425,10.173414
75426,9.983294
75427,6.795012
75428,11.088474
75429,11.453735
75430,10.068369
75431,5.204273
75432,8.031605
75433,9.235195
75434,10.939232
75435,8.521276
75436,8.792652
75437,11.419189
75438,10.596546
75439,10.956255
75440,11.147993
75441,6.9503746
75442,11.1838255
75443,10.959894
75444,9.168911
75445,7.190744
75446,7.0135713
75447,11.630758
75448,9.03914
75449,10.676477
75450,6.2586746
75451,10.416173
75452,10.093539
75453,9.787902
75454,10.067999
75455,11.675064
75456,10.346687
75457,11.069851
75458,6.3434525
75459,9.6283245
75460,15.935387
75461,10.63225
75462,9.1943035
75463,13.538128
75464,11.682377
75465,11.552181
75466,10.498798
75467,9.909978
75468,6.5003276
75469,11.023876
75470,10.71594
75471,11.347118
75472,6.688386
75473,8.177409
75474,10.936722
75475,9.257702
75476,10.275888
75477,12.850321
75478,6.953414
75479,11.518665
75480,8.953081
75481,12.001726
75482,15.159178
75483,8.477041
75484,10.541646
75485,10.003321
75486,8.745299
75487,7.4260325
75488,7.7357645
75489,5.811751
75490,7.6952047
75491,13.390977
75492,12.373732
75493,9.437235
75494,9.034632
75495,8.126212
75496,8.427278
75497,11.723881
75498,7.261589
75499,7.3262024
75500,9.098053
75501,9.435733
75502,10.288335
75503,12.593968
75504,8.158952
75505,10.067242
75506,10.296286
75507,4.7461314
75508,9.855103
75509,8.127017
75510,8.4101
75511,10.967278
75512,12.849947
75513,11.969487
75514,7.2473965
75515,5.909074
75516,4.5961523
75517,10.330335
75518,9.562181
75519,10.476276
75520,10.078922
75521,10.837613
75522,6.0029383
75523,9.324805
75524,9.602034
75525,7.1118083
75526,7.685727
75527,5.292801
75528,6.4500227
75529,7.100733
75530,6.543898
75531,10.823332
75532,11.734503
75533,10.493687
75534,7.4457617
75535,10.468417
75536,10.518
75537,17.034357
75538,13.979991
75539,7.55309
75540,10.769009
75541,8.4847145
75542,10.12883
75543,11.055021
75544,11.104885
75545,6.933257
75546,13.362697
75547,7.288843
75548,7.345559
75549,8.98091
75550,5.295315
75551,9.271627
75552,4.031722
75553,6.388791
75554,9.526833
75555,12.271877
75556,3.8824868
75557,8.769646
75558,10.304717
75559,10.940006
75560,9.529919
75561,9.077503
75562,15.829434
75563,10.242298
75564,11.382665
75565,12.127243
75566,8.4874325
75567,7.01803
75568,10.120831
75569,12.812926
75570,10.042287
75571,6.9498854
75572,13.267052
75573,8.863628
75574,10.290108
75575,7.5010624
75576,6.7164383
75577,6.4206185
75578,11.323336
75579,5.7557964
75580,7.9048376
75581,9.803583
75582,7.7208195
75583,13.401792
75584,11.671825
75585,10.81591
75586,6.4112597
75587,9.416853
75588,12.051938
75589,5.40296
75590,11.43498
75591,11.232056
75592,12.895943
75593,9.83342
75594,5.2771463
75595,8.968433
75596,8.429259
75597,10.876335
75598,10.275655
75599,5.665638
75600,6.5995092
75601,10.550413
75602,6.527562
75603,8.306838
75604,13.789803
75605,12.454524
75606,6.3780537
75607,11.093779
75608,10.996473
75609,8.981384
75610,9.664754
75611,11.241151
75612,9.952399
75613,9.797689
75614,11.47628
75615,9.078634
75616,7.0496945
75617,9.043356
75618,10.084618
75619,8.421254
75620,10.631587
75621,7.338847
75622,15.56479
75623,13.0466
75624,13.8207035
75625,11.21487
75626,10.691475
75627,11.407619
75628,10.196192
75629,9.587616
75630,6.5962763
75631,11.6347065
75632,13.25148
75633,8.995568
75634,10.366423
75635,10.629396
75636,9.020405
75637,8.517788
75638,12.605443
75639,9.966095
75640,8.211267
75641,8.60077
75642,7.128569
75643,5.398987
75644,9.366074
75645,10.188538
75646,10.64163
75647,4.959915
75648,12.1434355
75649,11.157542
75650,8.831394
75651,10.187437
75652,11.078974
75653,10.640596
75654,8.827373
75655,9.431785
75656,5.606979
75657,10.443088
75658,10.26494
75659,10.207386
75660,5.464916
75661,12.268372
75662,8.594799
75663,9.014031
75664,8.250641
75665,8.206823
75666,8.891134
75667,9.564794
75668,7.848427
75669,10.206999
75670,9.328957
75671,6.8630505
75672,9.887922
75673,9.694767
75674,13.432831
75675,9.534853
75676,10.016045
75677,13.245742
75678,6.6374702
75679,9.837809
75680,10.017918
75681,10.501983
75682,9.892037
75683,11.575497
75684,9.930735
75685,9.116409
75686,9.069136
75687,10.129211
75688,10.758129
75689,7.0546308
75690,11.285374
75691,8.341841
75692,11.741766
75693,10.857023
75694,10.449692
75695,9.645561
75696,7.8234243
75697,13.717901
75698,12.43516
75699,9.862766
75700,10.85738
75701,10.750783
75702,14.698095
75703,11.587609
75704,14.758423
75705,10.009838
75706,4.647279
75707,8.21966
75708,8.146698
75709,9.80011
75710,9.7340765
75711,12.328573
75712,9.75907
75713,8.9263935
75714,6.1684647
75715,8.577401
75716,10.099693
75717,10.846239
75718,9.244989
75719,10.167878
75720,6.453618
75721,8.433626
75722,10.247944
75723,11.757214
75724,14.116108
75725,6.376848
75726,15.990066
75727,9.090994
75728,10.990562
75729,14.1360035
75730,8.973789
75731,3.8119464
75732,7.868206
75733,11.29277
75734,5.363708
75735,8.419492
75736,12.595802
75737,9.805021
75738,6.3604555
75739,6.2316914
75740,10.102268
75741,7.5930185
75742,13.2955
75743,6.970845
75744,9.922113
75745,8.236417
75746,12.652601
75747,11.746371
75748,9.49098
75749,10.535083
75750,7.291769
75751,16.569145
75752,4.284149
75753,11.010441
75754,6.77877
75755,11.3323145
75756,10.419419
75757,10.832375
75758,10.702745
75759,5.2321644
75760,12.130695
75761,12.78648
75762,5.5086155
75763,12.015369
75764,8.073893
75765,9.309788
75766,5.9229136
